TF_id,mean_value,pvalue,TFPeak_number,rank
ESE3,0.10923767650723018,2.452205021803875e-9,10687,235
AT4G16750,0.011548134188243075,2.6326774527886604e-9,4040,236
LBD18,0.007123452036759348,2.666031558034413e-9,2955,237
WRKY3,0.047725751168234604,2.9382712693586435e-9,4034,238
bHLH77,0.037830074053653975,3.2995530891277597e-9,3591,239
AT4G28140,0.05638321901080369,3.752744732854464e-9,5428,240
WRKY22,0.041909812030367866,3.82570693758539e-9,3712,241
ZHD5,0.03821998290919497,3.838457716113724e-9,2168,242
dof4.5,0.03382208077781613,3.944071678142362e-9,3529,243
LCL1,0.023674779710853668,3.982226437006953e-9,2637,244
ERF38,0.012603877346621571,4.146469035623427e-9,2921,245
TGA3,0.028787289421954545,4.344991004691947e-9,2186,246
MYB57,0.02109708775811776,4.7213367685411405e-9,1475,247
WRKY18,0.03871302252896841,5.189764622840056e-9,3243,248
ERF035,0.01754230021949079,5.3562480957286674e-009,2527,249
AT-GTL1,0.020233612470747453,5.558687227019071e-9,2707,250
WRKY26,0.04657422551564131,6.024662630669381e-9,3866,251
AT1G44830,0.044606729813006896,7.186442695443078e-9,8501,252
AT4G12670,0.03527394488680552,7.242514582078926e-9,4884,253
PHL11,0.026463167184841818,7.737707261199294e-9,2319,254
TGA7,0.025783045567622547,7.897227875765842e-9,1642,255
At5g58900,0.03690147560500726,8.01261086916698e-9,2429,256
WRKY71,0.04114106735549679,8.179344109475024e-9,4072,257
AGL3,0.04897426253189115,1.2492786699154547e-8,2822,258
At2g38090,0.049603715256992774,1.2701437166811821e-8,3659,259
SEP1,0.04470823676268198,1.3042003780105171e-8,2812,260
WRKY14,0.0453310196815967,1.305349742673838e-8,3673,261
BEE2,0.046106888352791364,1.4065675297809165e-8,3200,262
At1g49010,0.03790419122532655,1.4530494623369052e-8,2520,263
ERF015,0.013812334942018903,1.4985456367068188e-8,3323,264
HDG1,0.034826652581001094,1.6218355991858257e-8,1903,265
RAP210,0.023945190553515593,1.965224782723699e-8,2289,266
CMTA3,0.0173128171435002,2.1796586509075513e-8,1231,267
WRKY57,0.042104954240201366,2.3288986635868613e-8,3442,268
PHL1,0.032609523018236185,2.3331662671593675e-8,2120,269
CBF1,0.009408846028088662,2.3991396800159722e-8,2277,270
NAC017,0.03072891772745119,2.6662840838399306e-8,3730,271
WRKY21,0.0401301090657201,2.8750401955306642e-8,2841,272
WRKY48,0.040706519224897465,3.195157003468947e-8,3272,273
MYB27,0.020213125898783775,3.2269844960687187e-8,1782,274
ERF094,0.022418673697336466,3.380782186878096e-8,3948,275
AT3G24120,0.022804268856946953,3.387384354746013e-8,1940,276
EFM,0.033361806097342794,3.569689663196373e-8,1862,277
WRKY65,0.04193087395829342,3.8743544573021216e-8,3438,278
DOF5.7,0.03783438420338067,4.050591211300505e-8,4153,279
ANAC13,0.034520062502308324,4.3235673593571794e-8,4572,280
AT2G44940,0.020549132354063325,4.8803746938222804e-8,2629,281
ERF021,0.003316881491873286,4.971784435148202e-8,3206,282
AT4G18450,0.08325129642840673,5.039081242056316e-8,9568,283
DREB1C,0.015045943814894287,5.052807687013574e-8,2047,284
MYB15,0.016019639968535407,5.4481889792864613e-8,1713,285
bZIP52,0.02853121347986916,6.130017615982694e-8,1577,286
ARR1,0.029930663899422415,6.989382191012367e-8,2981,287
AT5G18450,0.09099821922543197,7.575250496812002e-8,8792,288
SPL5,0.009807352838579038,8.379296131605063e-8,1387,289
AT3G10580,0.03639096939326429,9.688256278712206e-8,2433,290
CEJ1,0.04001716556581948,9.888909932106585e-8,6362,291
DYT1,0.03141510107755131,1.080974365731297e-7,2862,292
STZ,0.02814893502017554,1.3296514820045859e-7,2068,293
DREB2,0.0265728617068008,1.404777658725009e-7,2805,294
ERF043,0.01470974851578017,1.5174175432089358e-7,2109,295
AT2G33710,0.033504528361911784,1.5405775756538688e-7,8422,296
RAX3,0.03029095806801562,1.6131393969624475e-7,2715,297
RAP2-1,0.008550562949636561,1.6521421220997863e-7,2778,298
GT-4,0.029978758028395728,1.7031396160860804e-7,1955,299
WRKY40,0.03466321325929985,1.708407204514826e-7,3154,300
CAMTA1,0.033428528390929385,1.753735194118472e-7,2061,301
AT3G57600,0.051159217971728704,1.869233173169702e-7,9063,302
ERF3,0.03497869721862923,2.1269910442346316e-7,8258,303
NAC055,0.017060564000982745,2.155089926807038e-7,775,304
BIM3,0.03909055828963285,2.579862307973939e-7,3209,305
KUA1,0.01972543699927213,2.855329103941522e-7,1998,306
DREB19,0.009315347747563624,2.9676700408894837e-7,2477,307
AT3G10030,0.01969261688740922,3.1660518139748595e-7,1525,308
ERF018,0.008468626542875855,3.286761093262187e-7,2581,309
DREB1B,0.007318437196737457,3.5052526440412786e-7,2019,310
MYB56,0.03636615695713154,3.620718208993952e-7,1657,311
ATHB-9,0.016784245886689638,3.758932170230593e-7,1399,312
DREB26,0.031012588507983774,3.96930937876888e-7,5651,313
ANT,0.021180793653963748,3.976593631617447e-7,1988,314
HAT22,0.022223248383608705,4.375269905114541e-7,1960,315
SPL14,0.029421814746763048,4.690731016133811e-7,1385,316
SPL15,0.01386393971281925,4.795214374320205e-7,1309,317
WRKY38,0.02575505625402444,4.856540958457886e-7,2428,318
AT1G75490,0.04741978410110609,6.009883572043006e-7,8512,319
REF6,0.029026071167679454,6.067270724390488e-7,5074,320
SPL11,0.02207965293493294,6.202279548226806e-7,1419,321
AT3G16280,0.012025496327669076,6.275510789279037e-7,2292,322
CBF2,0.00643694629101586,6.424051062030686e-7,2131,323
RAP26,0.05147666910217988,6.999153115173749e-7,8398,324
EDT1,0.02622633639432389,7.236761310677374e-7,1754,325
MYB4,0.009575118974876746,7.266521116333187e-7,1270,326
PHL7,0.027989228661401282,7.300005607255237e-7,2035,327
AT1G22810,0.075587857986770507,7.332515784143418e-7,9353,328
RAP212,0.03441581666025367,8.405534338653709e-7,5425,329
MYB81,0.01389175642050508,8.850547283968437e-7,1395,330
GATA15,0.023997164094928466,9.530995374483719e-7,2027,331
ARF3,0.020511062451139192,1.178269930604305e-6,1937,332
SPL1,0.015025776676818516,1.306349194920389e-6,1486,333
ERF008,0.005002675933429235,1.333376944654536e-6,4985,334
HHO3,0.028467817793682005,1.410528995047438e-6,2076,335
BHLH78,0.02537021064765314,1.442556674620551e-6,1349,336
DEAR5,0.0050568661740283405,1.4984475497622654e-6,2988,337
ANL2,0.018600350844259886,1.6022648115995081e-6,1812,338
MYB3R1,0.009205828247477926,1.6203309120604304e-6,1808,339
MYB65,0.018689187234361082,1.6521486689431733e-6,1691,340
MYB3R4,0.00948142483104868,1.689410646751044e-6,1911,341
ERF017,0.02781475752937041,1.6990064353367298e-6,3542,342
MYB46,0.013183869748339003,1.8836128879156736e-6,1139,343
WRKY75,0.022464906398586254,2.097863074395656e-6,2114,344
ABF3,0.03324997699446573,2.148123699371019e-6,2312,345
ARF8,0.0222767019388415,2.4399867915823847e-6,2261,346
ERF019,0.012670339033899705,2.4405484040540102e-6,3631,347
GT-1,0.00856391681513235,3.179012429689156e-6,735,348
NAC028,0.01778789617661937,3.407200151287791e-6,1179,349
CBF4,0.02236223340484632,3.998629647793776e-6,2224,350
NAC058,0.021912951770909534,4.67338181224909e-6,1466,351
ERF13,0.006226834593901484,5.736199902038217e-6,3985,352
RAP2-3,0.010718286501162959,5.744446380486971e-6,3961,353
ATHB7,0.028266952057948734,6.705458378978011e-6,2533,354
ERF15,0.013505830074738823,8.452361791243719e-6,7969,355
MYB3R5,0.010177708704045479,9.227033210387045e-6,1975,356
At5g08520,0.02354675306897509,1.0261421252885512e-5,2177,357
ERF1B,0.010633152692430078,1.0550303225899218e-5,3819,358
BZIP60,0.015302981499376957,1.1829078092765805e-5,1624,359
MYB98,0.025187674598611206,1.2937021160562706e-5,1547,360
At1g74840,0.016209261381665202,1.3282422197202396e-5,2315,361
FHY3,0.02975803257682156,1.3817629342310133e-5,2436,362
GATA6,0.013002088655949245,1.4673857693572396e-5,1557,363
GATA12,0.007357738361569879,1.497268026502129e-5,758,364
MYB33,0.014532139061626294,1.6176630454507873e-5,1561,365
ERF087,0.042745381376428165,1.6430990974489134e-5,8502,366
ERF105,0.058934638671446826,1.7963158988748067e-5,9155,367
ESE1,0.05943658999869056,1.891457197966217e-5,10136,368
MYB119,0.010413507787077607,2.0247694364496834e-5,1219,369
KAN2,0.037648462507583136,2.0683837591409644e-5,2631,370
KAN4,0.018088695346441166,2.3726588163718334e-5,1268,371
ERF2,0.027763142159173054,2.4416827041042097e-5,9643,372
AT1G01250,0.014978297145254026,2.9403765233577174e-5,3144,373
MYB3,0.014754574811058867,3.0794117847770595e-5,1212,374
ARR14,0.0024639368282491497,3.363188097170752e-5,1275,375
HHO6,0.020755642274546453,3.428429813275948e-5,2221,376
ATHB-12,0.01583846453104346,3.6400543688499383e-5,1323,377
ERF6,0.0035896950489585078,3.651377643414794e-5,3735,378
AT1G13300,0.021963701758091175,3.790805770364155e-5,2198,379
PLT3,0.013325246806866645,4.0662187346995174e-5,1649,380
ERF10,0.011347460500238993,4.1510166968436826e-5,9532,381
WRKY25,0.027005652730464572,4.268013337152167e-5,2167,382
LEP,0.04290015865556998,4.4891624106862396e-5,10940,383
ERF096,0.012173007590442292,4.533448310816422e-5,3619,384
MYB24,0.015547410116225003,4.855239879750383e-5,1414,385
FAR1,0.03255006172341335,5.242611404694511e-5,2736,386
ERF9,0.09571256884092558,5.27582985850296e-5,11852,387
MYB73,0.012085365095514163,5.4352912711176444e-5,1651,388
TBP3,0.005167533502700175,5.459345789958767e-5,3807,389
ERF5,0.03031770064054326,5.567432234793723e-5,13374,390
HHO5,0.01663904980969312,5.56768366127956e-5,2656,391
MYB1,0.01889367371539778,5.9151042162813385e-5,1797,392
AT5G67000,0.018098694312944266,6.374625805280095e-5,2983,393
AT1G36060,0.03049249175567404,7.997951399405465e-5,4040,394
AT1G77640,0.03940209446445614,8.53187323277291e-5,4680,395
ATHB4,0.015173774810908508,9.101416316262486e-5,1427,396
AT1G72740,-0.0067886532697813695,9.135440850178232e-5,5293,397
CMTA2,0.02384315865600961,9.596140449186394e-5,1677,398
SPL9,0.018403513686515063,1.1659308448830867e-4,1570,399
ATHB-6,0.017158629897183877,1.1834325137362716e-4,912,400
RAP21,0.02627447951782401,1.2160848914285962e-4,4594,401
MYB77,0.021592385072921657,1.316825428531613e-4,1421,402
ERF8,0.0026709638137872443,1.6506610699432357e-4,2316,403
DREB1A,0.019091680886131553,1.7460204999331758e-4,1946,404
MYB70,0.009015076937464644,1.753976523319759e-4,1345,405
AT5G61620,0.019283248812011405,1.991406240233233e-4,2474,406
WRKY23,0.01994309281067342,2.1949875654454963e-4,1781,407
ZAP1,0.004953178057733362,2.3060602539542457e-4,2167,408
HHO2,0.015691331288029457,2.370021741716534e-4,2173,409
ANAC050,0.012225349279982055,2.4323863546096708e-4,2272,410
AG,0.018526007283872437,2.436608931623867e-4,3167,411
DREB1E,0.016714326984557864,2.6574563577241546e-4,1817,412
MYB105,0.014842573610959867,2.7494238714158704e-4,1456,413
RAP2-6,0.0033638444695101855,2.8279507839224627e-4,5023,414
GATA8,0.007104283398396943,3.41844849908756e-4,1215,415
PLT1,0.013953163175175892,3.4287027235220356e-4,1922,416
WRKY62,0.018070828439741535,3.620575414600436e-4,1517,417
At1g19000,0.012012884649879603,3.9524462105776874e-4,2272,418
SPL3,0.009932793705594873,4.026181739177002e-4,1273,419
PUCHI,-5.570861979574127e-4,4.6188185236749606e-4,8270,420
MYB111,0.006311843566191277,5.054285954434993e-4,693,421
MYB59,0.0044687969012775705,5.137113931590107e-4,706,422
ERF7,0.005762720539791766,5.434703883187677e-4,1991,423
ERF109,0.0044229293394481145,6.303169953894885e-4,4442,424
NAC029,0.015317484881722784,7.268833854914674e-4,1252,425
ARR2,0.013310932236940243,7.892489682419488e-4,1983,426
HSFA6B,0.011770630711561106,8.384511824385515e-4,2236,427
ARR11,0.015288056001754478,8.557306106342275e-4,819,428
SPL12,0.013578471876747142,9.124308082471141e-4,1024,429
ABR1,0.03514411110577466,9.56534774492263e-4,5523,430
ERF104,0.01644779076280395,0.001028397872022018,10166,431
GATA19,1.3544644876631318e-4,0.0012536899459132285,2461,432
NTL9,0.007537033095281206,0.001259074221499991,481,433
F3A4.140,0.014076589296143898,0.0012945113331875638,1172,434
RAP211,0.006649890397369795,0.0013096074375709677,6327,435
DRE1C,0.010187761392657615,0.0013139602657939388,1145,436
ERF112,-0.0016602144422318832,0.001322745266402549,3737,437
SPL7,0.015067468355206115,0.0013671391355152562,1361,438
SPL13,0.0193070811397286,0.0013856681018739677,1219,439
UIF1,0.01812505499790145,0.0015942425301351576,2112,440
CRF2,0.002975730179187827,0.0016293889985201891,5026,441
GATA9,0.008326325216766753,0.0018868281081381435,1306,442
MYB52,0.006175793975093748,0.002685211229057015,1313,443
ERF098,0.007669605322312284,0.0031544869510344185,3321,444
CRF4,0.010536954647212021,0.0035475297067389592,8432,445
HSFB2A,0.014614415837878515,0.003667180232558868,2264,446
NAC080,0.007090537848403897,0.003983088332464941,762,447.5
T11I18.17,0.007090537848403897,0.003983088332464941,762,447.5
ERF118,6.390175604113757e-5,0.004185071542965246,5854,449
ERF4,-0.00692228879708813,0.004301587248580613,4646,450
ERF11,-0.00871322160699814,0.005088120529273316,4387,451
NAC025,0.009065391157318452,0.005329176317938822,443,452
AIL7,0.01326537686239412,0.005820376449246317,1879,453
NAC083,0.0134245788691059,0.007237476703943852,993,454
SPL4,0.00825689876426265,0.008295396740373785,904,455
GATA14,-2.0024818392539237e-4,0.00920821609853281,1606,456
CDC5,0.004654884469541475,0.012297056330225188,863,457
E2FA,0.0015613824597054578,0.014800467963141335,1247,458
LFY,0.013554561162750556,0.015749659418709348,1834,459
ERF069,0.0015785193928301786,0.018638702554050715,2691,460
SMZ,0.010926658063707257,0.022382257170948983,1619,461
HSFC1,0.004815613682027427,0.02279295006264081,1834,462
MYB124,0.008120637865067407,0.043927156943537646,1484,463
GATA20,0.0010808466724215107,0.07302950594670737,1995,464
HSFB2B,0.013281646216823373,0.10784940408938362,2270,465
RAV1_var.2,0.009528097374958633,0.14750050542119897,1401,466
GATA10,-0.002519735832667908,0.8883218370243428,556,467.5
GATA11,-0.002519735832667908,0.8883218370243428,556,467.5
