TF_id,input_meanMotifScore,bg_meanMotifScore,pvalue,padj,qvalue,rank
GSE60141.MYB3R5.Col-0_leaves_tnt_col,0.0110573600552868,0.009,0.2556789448535915,1,0.18133258500254718,328.5
GSE60141.RVE4.Col-0_leaves_tnt_col,0.0110573600552868,0.009,0.2556789448535915,1,0.18133258500254718,328.5
GSE60141.ZAT10.Col-0_leaves_tnt_col,0.013821700069108501,0.011,0.26720038471588103,1,0.18807602633221665,330
GSE79354.HSFA1A.Col-0_seedling_12d-15min-37c,0.04906703524533518,0.043,0.26799876466530864,1,0.18807602633221665,331
GSE60141.MYB61.Col-0_leaves_tnt_col,0.00414651002073255,0.003,0.2684113575798349,1,0.18807602633221665,332.5
GSE60141.DOF4-7.Col-0_leaves_tnt_col,0.00414651002073255,0.003,0.2684113575798349,1,0.18807602633221665,332.5
GSE60141.AT1G49010.Col-0_leaves_tnt_col,0.0082930200414651,0.006666666666666667,0.27391160403555337,1,0.1913554120008856,334
GSE60141.HSFB4.Col-0_leaves_tnt_col,0.002073255010366275,0.0013333333333333333,0.27998230658173906,1,0.19501255184797744,335
GSE60141.ANAC057.Col-0_leaves_tnt_colamp,0.04837595024187975,0.043,0.28573389953576234,1,0.1979829183309981,336
GSE60141.MYR2.Col-0_leaves_tnt_colamp,0.03731859018659295,0.034,0.2859439006180558,1,0.1979829183309981,337
GSE79354.HSFA1A.Col-0_seedling_12d-15min-17c,0.051831375259156875,0.048666666666666664,0.2918699546016512,1,0.20132222708684533,338
GSE60141.SVP.Col-0_leaves_tnt_col,0.011748445058742226,0.009333333333333334,0.292492435639031,1,0.20132222708684533,339
GSE69422.FHY3.Ler-0_inflorescence_stage8-flower,0.028334485141672427,0.025,0.30026155241224717,1,0.20606184969467942,340
GSE60141.TGA3.Col-0_leaves_tnt_col,0.013821700069108501,0.011333333333333334,0.30167488736712067,1,0.20642465411239927,341
GSE60141.MYB99.Col-0_leaves_tnt_colamp,0.03731859018659295,0.034666666666666665,0.3074145569153722,1,0.20973702713524417,342
GSE60141.ERF010.Col-0_leaves_tnt_col,0.0165860400829302,0.015,0.3130646257114534,1,0.21296913313704313,343
GSE85651.HSFA1B.Col-0_leaves_5w-wt-NS,0.007601935038009675,0.006333333333333333,0.31417064740312545,1,0.21310024533157731,344
GSE60141.MYB96.Col-0_leaves_tnt_col,0.0034554250172771253,0.0026666666666666666,0.3240959151357586,1,0.21919530492273528,345
GSE60141.ANAC050.Col-0_leaves_tnt_col,0.03248099516240498,0.030333333333333334,0.3275220594447312,1,0.22054691109849642,346
GSE60141.NAC010.Col-0_leaves_tnt_col,0.031098825155494125,0.029333333333333333,0.3279847635050497,1,0.22054691109849642,347
GSE60141.ERF037.Col-0_leaves_tnt_col,0.056668970283344854,0.051333333333333335,0.3354225604544403,1,0.22445746590561882,348
GSE60141.HB-5.Col-0_leaves_tnt_col,0.00414651002073255,0.0033333333333333335,0.3357242382902613,1,0.22445746590561882,349
GSE60141.HHO5.Col-0_leaves_tnt_colamp,0.043538355217691775,0.03866666666666667,0.3416112540781951,1,0.22774083605213008,350
GSE60141.AT3G10030.Col-0_leaves_tnt_col,0.01796821008984105,0.016,0.34464102672164754,1,0.22910609563642287,351
GSE60141.PHL1.Col-0_leaves_tnt_col,0.025570145127850726,0.023,0.34824806860878355,1,0.23084625760051938,352
GSE60141.MYB44.Col-0_leaves_tnt_col,0.0248790601243953,0.023,0.3495375007228354,1,0.23104461804153428,353
GSE60141.ANAC094.Col-0_leaves_tnt_col,0.0055286800276434,0.004666666666666667,0.35059458825435774,1,0.23108871165541472,354
GSE60141.ERF017.Col-0_leaves_tnt_col,0.06703524533517623,0.064,0.36743549810452414,1,0.241506900162598,355
GSE60141.ERF038.Col-0_leaves_tnt_col,0.036627505183137524,0.035333333333333335,0.3712115426694875,1,0.2429654662673113,356
GSE60141.NAC053.Col-0_leaves_tnt_col,0.019350380096751902,0.017,0.37532941503222866,1,0.2429654662673113,357
GSE60141.LBD16.Col-0_leaves_tnt_colamp,0.0525224602626123,0.048,0.37639087461989185,1,0.2429654662673113,358
GSE60141.ABI5.Col-0_leaves_tnt_col,0.015894955079474776,0.014666666666666666,0.37640464052269107,1,0.2429654662673113,359
GSE60141.AtMYB93.Col-0_leaves_tnt_col,0.023496890117484452,0.022,0.37646932081424045,1,0.2429654662673113,360
GSE60141.NAC101.Col-0_leaves_tnt_colamp,0.02073255010366275,0.019333333333333334,0.3768349883116843,1,0.2429654662673113,361
GSE60141.ERF4.Col-0_leaves_tnt_col,0.019350380096751902,0.018,0.3769435662375715,1,0.2429654662673113,362
GSE60141.AT5G04390.Col-0_leaves_tnt_col,0.002073255010366275,0.0016666666666666666,0.3822519190466054,1,0.24491338128238513,363.5
GSE60141.ZHD6.Col-0_leaves_tnt_col,0.002073255010366275,0.0016666666666666668,0.3822519190466054,1,0.24491338128238513,363.5
GSE60141.ANAC050.Col-0_leaves_tnt_colamp,0.06703524533517623,0.06366666666666666,0.3831145035774453,1,0.24491338128238513,365
GSE60141.AT-GTL1.Col-0_leaves_tnt_col,0.03800967519004837,0.035,0.38867166403837794,1,0.2477870353614431,366
GSE60141.HSFA1B.Col-0_leaves_tnt_col,0.033863165169315826,0.03266666666666666,0.3950496007140998,1,0.2510206623446858,367
GSE69431.TRB1.Col-0_seedling_TRB1-GFP_14d,0.49896337249481687,0.4663333333333333,0.3958954446121902,1,0.2510206623446858,368
GSE60141.ATMYB63.Col-0_leaves_tnt_col,0.0034554250172771253,0.003,0.39980871922778327,1,0.2521316247382417,369.5
GSE60141.TCP9.Col-0_leaves_tnt_col,0.0034554250172771253,0.003,0.39980871922778327,1,0.2521316247382417,369.5
GSE60141.GT-2.Col-0_leaves_tnt_col,0.043538355217691775,0.04033333333333333,0.4039404906176923,1,0.2540506230299952,371
GSE60141.CRF4.Col-0_leaves_tnt_colamp,0.021423635107118175,0.020666666666666667,0.40606498062271335,1,0.25470025666299223,372
GSE60141.ANAC057.Col-0_leaves_tnt_col,0.01520387007601935,0.014333333333333333,0.4103878806657163,1,0.25563536001859005,373.5
GSE60141.NAC69.Col-0_leaves_tnt_col,0.01520387007601935,0.014333333333333333,0.4103878806657163,1,0.25563536001859005,373.5
GSE60141.BIM1.Col-0_leaves_tnt_colamp,0.014512785072563926,0.013666666666666667,0.41084254288701977,1,0.25563536001859005,375
GSE60141.DOF2-4.Col-0_leaves_tnt_col,0.008984105044920525,0.008333333333333333,0.41262534626316494,1,0.2560618283548009,376
GSE60141.NAC078.Col-0_leaves_tnt_col,0.027643400138217002,0.026,0.4258981409623686,1,0.2635974347247197,377
GSE60141.GT-2.Col-0_leaves_tnt_colamp,0.07325501036627505,0.07,0.43656375637560185,1,0.269483800231853,378
GSE60141.RAP2-12.Col-0_leaves_tnt_col,0.0165860400829302,0.015333333333333332,0.44252188153339495,1,0.2724409121137875,379
GSE60141.PHL7.Col-0_leaves_tnt_col,0.0746371803731859,0.07333333333333333,0.443794600689947,1,0.2725054565640026,380
GSE60141.NAC017.Col-0_leaves_tnt_col,0.010366275051831375,0.009333333333333334,0.4552438995356889,1,0.2788020382108331,381
GSE60141.ERF118.Col-0_leaves_tnt_col,0.04768486523842433,0.047,0.4609644300940167,1,0.2815664058165896,382
GSE60141.DREB2E.Col-0_leaves_tnt_col,0.006910850034554251,0.006666666666666667,0.46291105490297285,1,0.2820171787920635,383
GSE60141.ANAC020.Col-0_leaves_tnt_col,0.020041465100207326,0.019666666666666666,0.4665208089063551,1,0.2830002057694906,384
GSE60141.HHO6.Col-0_leaves_tnt_col,0.020041465100207326,0.018666666666666668,0.46808785069923764,1,0.2830002057694906,385
GSE60141.NAC045.Col-0_leaves_tnt_col,0.019350380096751902,0.019,0.4681631975443859,1,0.2830002057694906,386
GSE60141.MYB27.Col-0_leaves_tnt_col,0.0027643400138217,0.0026666666666666666,0.4766033514682031,1,0.28669532828854116,387
GSE60141.NAC68.Col-0_leaves_tnt_col,0.038700760193503804,0.038,0.47673337446837416,1,0.28669532828854116,388
GSE60141.HHO2.Col-0_leaves_tnt_colamp,0.013821700069108501,0.013666666666666667,0.4834176975978455,1,0.2899677706242432,389
GSE60141.HHO6.Col-0_leaves_tnt_colamp,0.12301313061506565,0.12033333333333333,0.48703604552072827,1,0.29118802025164553,390
GSE118025.LDL1.Col-0_seedling_14d,0.035245335176226675,0.036,0.4879479253645432,1,0.29118802025164553,391
GSE60141.AtMYB81.Col-0_leaves_tnt_col,0.0110573600552868,0.011,0.4931796796601362,1,0.29355933313103344,392
GSE66289.WRKY33.Col-0_leaves_4w-mock,0.0165860400829302,0.016666666666666666,0.507877224027276,1,0.30153864021975674,393
GSE60141.HSFB2B.Col-0_leaves_tnt_colamp,0.014512785072563926,0.014666666666666666,0.5159998783238111,1,0.30558368428652094,394
GSE60141.ANAC028.Col-0_leaves_tnt_col,0.021423635107118175,0.021666666666666667,0.5208514270258026,1,0.30740440173073424,395
GSE60141.ARID6.Col-0_leaves_tnt_col,0.029716655148583276,0.029666666666666668,0.5219907699389049,1,0.30740440173073424,396
GSE60141.RKD2.Col-0_leaves_tnt_col,0.0055286800276434,0.005666666666666667,0.5230266320875778,1,0.30740440173073424,397
GSE60141.ATHB-53.Col-0_leaves_tnt_col,0.027643400138217002,0.028,0.5269908235619072,1,0.30819551156695,398
GSE60141.ERF015.Col-0_leaves_tnt_col,0.020041465100207326,0.021333333333333333,0.5270143247794845,1,0.30819551156695,399
GSE60141.ERF15.Col-0_leaves_tnt_colamp,0.12093987560469938,0.12333333333333334,0.528364934075662,1,0.30821287821080284,400
GSE60141.HAT2.Col-0_leaves_ecoli_col,0.00414651002073255,0.004666666666666667,0.5359569727061628,1,0.31117022411838047,401
GSE60141.AT5G23930.Col-0_leaves_tnt_col,0.0248790601243953,0.025333333333333333,0.5361018432668098,1,0.31117022411838047,402
GSE16940.AMS.Col_cells,0.0034554250172771253,0.004,0.5441672616110236,1,0.31506789340588626,403
GSE60141.ANAC058.Col-0_leaves_tnt_col,0.01520387007601935,0.015666666666666666,0.5465846642294142,1,0.31568421201368807,404
GSE60141.HSFB2A.Col-0_leaves_tnt_col,0.0082930200414651,0.008666666666666666,0.5504884790281672,1,0.31637268909664784,405.5
GSE60141.ERF087.Col-0_leaves_tnt_col,0.0082930200414651,0.008666666666666666,0.5504884790281672,1,0.31637268909664784,405.5
GSE60141.ERF095.Col-0_leaves_tnt_col,0.0027643400138217,0.003,0.55428544995060125,1,0.31641702866707877,407
GSE60141.AT2G33710.Col-0_leaves_tnt_col,0.03455425017277125,0.035666666666666666,0.5554537962663058,1,0.31641702866707877,408
GSE60141.AtGRF6.Col-0_leaves_tnt_col,0.007601935038009675,0.008,0.555989921800724,1,0.31641702866707877,409.5
GSE60141.DREB1F.Col-0_leaves_tnt_col,0.007601935038009675,0.008,0.555989921800724,1,0.31641702866707877,409.5
GSE60141.MYB108.Col-0_leaves_tnt_col,0.002073255010366275,0.0023333333333333335,0.5681560449406772,1,0.32255412121530735,411
GSE60141.ZHD9.Col-0_leaves_tnt_col,0.0055286800276434,0.006,0.5766081722909105,1,0.32655802637834735,412
GSE70533.CCA1.Ws-2_seedling_14d-LL-ZT14,0.0048375950241879755,0.005666666666666667,0.5857814452318856,1,0.3309499690575625,413
GSE60141.HSFB2B.Col-0_leaves_tnt_col,0.00138217000691085,0.0016666666666666668,0.5887658996853312,1,0.3318326326728919,414
GSE60141.ERF043.Col-0_leaves_tnt_col,0.01796821008984105,0.019666666666666666,0.5946823573900062,1,0.33348863329501,415
GSE60141.ERF021.Col-0_leaves_tnt_col,0.09329647546648238,0.09466666666666666,0.5953601257398496,1,0.33348863329501,416
GSE60141.LBD18.Col-0_leaves_tnt_col,0.029716655148583276,0.030333333333333334,0.5959918289315107,1,0.33348863329501,417
GSE60141.ATHB-5.Col-0_leaves_tnt_col,0.0034554250172771253,0.004,0.6086492546522329,1,0.3389454878731607,418.5
GSE60141.ABR1.Col-0_leaves_tnt_col,0.0034554250172771253,0.004,0.6086492546522329,1,0.3389454878731607,418.5
GSE60141.WRKY11.Col-0_leaves_tnt_col,0.0027643400138217,0.0033333333333333335,0.6245418060902992,1,0.3461435188148927,420.5
GSE60141.ERF086.Col-0_leaves_tnt_col,0.0027643400138217,0.0033333333333333335,0.6245418060902992,1,0.3461435188148927,420.5
GSE60141.E2FD.Col-0_leaves_tnt_col,0.0055286800276434,0.006333333333333333,0.6269109306033819,1,0.3466332159734339,422
GSE60141.ERF043.Col-0_leaves_tnt_colamp,0.0165860400829302,0.018666666666666668,0.6322674250657865,1,0.348768477183649,423
GSE60141.ERF2.Col-0_leaves_tnt_col,0.0082930200414651,0.009333333333333334,0.634690070149301,1,0.3492791266544895,424
GSE60141.LBD18.Col-0_leaves_tnt_colamp,0.16240497581202487,0.16466666666666666,0.6525938450744171,1,0.3582868169036015,425
GSE60141.HSFA1B.Col-0_leaves_tnt_colamp,0.08984105044920525,0.092,0.662113444338597,1,0.36265994603835516,426
GSE60141.ERF014.Col-0_leaves_tnt_col,0.0055286800276434,0.006666666666666667,0.6734771779480566,1,0.36696278720216513,427
GSE60141.AIL6.Col-0_leaves_tnt_col,0.00138217000691085,0.002,0.6756759777650407,1,0.36696278720216513,428
GSE60141.HSFC1.Col-0_leaves_tnt_col,0.014512785072563926,0.01633333333333333,0.6761581521899238,1,0.36696278720216513,429
GSE60141.MYB73.Col-0_leaves_tnt_col,0.05044920525224603,0.05466666666666667,0.6762599935582758,1,0.36696278720216513,430
GSE60141.TRB2.Col-0_leaves_tnt_col,0.02073255010366275,0.023,0.6844483348116522,1,0.3705443421254111,431
GSE60141.ERF5.Col-0_leaves_tnt_col,0.006910850034554251,0.008666666666666666,0.6927947309415003,1,0.37364842619732475,432
GSE60141.BHLH10.Col-0_leaves_tnt_col,0.015894955079474776,0.018333333333333333,0.6933847223290355,1,0.37364842619732475,433
GSE60141.HHO3.Col-0_leaves_tnt_col,0.03939184519695923,0.040666666666666663,0.7050977127656733,1,0.3790847918095018,434
GSE60141.NAC105.Col-0_leaves_tnt_colamp,0.013821700069108501,0.01633333333333333,0.7108259877922571,1,0.37998365524065375,435
GSE60141.ATBZIP42.Col-0_leaves_tnt_colamp,0.002073255010366275,0.003,0.7116551028864244,1,0.37998365524065375,436.5
GSE60141.NGA4.Col-0_leaves_tnt_col,0.002073255010366275,0.003,0.7116551028864244,1,0.37998365524065375,436.5
GSE60141.AIL7.Col-0_leaves_tnt_colamp,0.026952315134761574,0.03,0.7147596959027815,1,0.3807700054276614,438
GSE60141.ANAC038.Col-0_leaves_tnt_col,0.0034554250172771253,0.004666666666666667,0.7191257419051637,1,0.3822232493041872,439
GSE33120.SVP.Col-0_inflorescence-flower-meristem_2w-wt,6.91085003455425e-4,0.0013333333333333333,0.7253847013650965,1,0.3839243327111075,440
GSE60141.MYB33.Col-0_leaves_tnt_col,0.025570145127850726,0.028333333333333332,0.7256169888239932,1,0.3839243327111075,441
GSE60141.AtbZIP48.Col-0_leaves_tnt_col,0.0048375950241879755,0.006333333333333333,0.7300593637272286,1,0.3845308913536945,442.5
GSE60141.STKL2.Col-0_leaves_tnt_col,0.0048375950241879755,0.006333333333333333,0.7300593637272286,1,0.3845308913536945,442.5
GSE60141.AT1G74840.Col-0_leaves_tnt_col,0.03178991015894955,0.035333333333333335,0.7494339988951271,1,0.39328955225024875,444
GSE104369.SHL.Col-0_seedling_10d,0.028334485141672427,0.034333333333333334,0.7500593603629744,1,0.39328955225024875,445
GSE60141.AT5G60130.Col-0_leaves_tnt_colamp,0,3.333333333333333e-4,0.7564667653457458,1,0.39487452329755557,446.5
GSE58789.MBD7.Col-0_seedling_14d-wt,0,3.333333333333333e-4,0.7564667653457458,1,0.39487452329755557,446.5
GSE60141.ASIL2.Col-0_leaves_tnt_col,0.025570145127850726,0.03,0.7625524034325588,1,0.39716271012112436,448
GSE60141.AT2G20110.Col-0_leaves_tnt_col,0.018659295093296474,0.022333333333333334,0.7875590886246107,1,0.4092734684760411,449
GSE60141.RAP2-6.Col-0_leaves_tnt_col,0.01243953006219765,0.015666666666666666,0.7995760750577806,1,0.41459500188181214,450
GSE60141.NAC062.Col-0_leaves_tnt_col,0.014512785072563926,0.018333333333333333,0.8015753260763726,1,0.41471007261896586,451
GSE60141.AT1G24250.Col-0_leaves_tnt_col,0.006219765031098825,0.008666666666666666,0.8065183959790703,1,0.41634430470895956,452
GSE60141.LEP.Col-0_leaves_tnt_col,0.007601935038009675,0.010333333333333333,0.811185783120232,1,0.41765812994717166,453
GSE60141.ERF012.Col-0_leaves_tnt_col,0.002073255010366275,0.0036666666666666666,0.8129191161623694,1,0.41765812994717166,454
GSE60141.ERF15.Col-0_leaves_tnt_col,0.03800967519004837,0.043333333333333335,0.8162139033942567,1,0.41765812994717166,455
GSE60141.KUA1.Col-0_leaves_tnt_col,0.025570145127850726,0.029666666666666668,0.816223316811044,1,0.41765812994717166,456
GSE60141.MYB101.Col-0_leaves_tnt_col,0.01243953006219765,0.01633333333333333,0.8214756417472152,1,0.4194259294114155,457
GSE60141.RAP2-11.Col-0_leaves_tnt_col,0.009675190048375951,0.013,0.8307701149137873,1,0.42322226200034296,458
GSE60141.ANAC096.Col-0_leaves_tnt_colamp,0.006219765031098825,0.009333333333333334,0.8339928504123241,1,0.42322226200034296,459
GSE79453.CHR27.Col-0_seedling_6d-NHS,0.006219765031098825,0.01,0.8343524593721047,1,0.42322226200034296,460
GSE33120.SVP.Col-0_inflorescence-flower-meristem_2w-GFP,0,0.001,0.837103817119934,1,0.42369679825303963,461
GSE79453.CHR27.Col-0_seedling_6d-ACC,0.008984105044920525,0.013,0.8399328345079726,1,0.42420850227675383,462
GSE60141.KAN2.Col-0_leaves_tnt_col,0.00138217000691085,0.003,0.8455688134057253,1,0.4257093250011703,463
GSE60141.RAP2-1.Col-0_leaves_tnt_col,0.01796821008984105,0.023,0.8465534005737558,1,0.4257093250011703,464
GSE60141.ERF087.Col-0_leaves_tnt_colamp,0.08362128541810643,0.09366666666666666,0.8546302017539698,1,0.42884669622063,465
GSE60141.AT5G08750.Col-0_leaves_tnt_col,0.0027643400138217,0.005,0.8578931336599647,1,0.4295602242932584,466
GSE48082.MAF1.Col-0_seedling_10d-FLMbeta,0.008984105044920525,0.012666666666666666,0.8600502332156964,1,0.42971817505423804,467
GSE60141.NAC105.Col-0_leaves_tnt_col,0.0034554250172771253,0.006,0.8661368259060234,1,0.43091384373434,468.5
GSE60141.MYB49.Col-0_leaves_tnt_col,0.0034554250172771253,0.006,0.8661368259060234,1,0.43091384373434,468.5
GSE60141.LBD13.Col-0_leaves_tnt_colamp,0.042156185210780926,0.05,0.8683204234669126,1,0.43108106129563034,470
GSE60141.AtMYB70.Col-0_leaves_tnt_col,0.04561161022805805,0.054,0.87600594777787,1,0.4339732225368075,471
GSE60141.HSFA6A.Col-0_leaves_tnt_colamp,0.002073255010366275,0.004333333333333333,0.8808672301765962,1,0.43533420965873176,472
GSE60141.ERF091.Col-0_leaves_tnt_col,0.0048375950241879755,0.008,0.8824846335796291,1,0.43533420965873176,473
GSE60141.AT4G33280.Col-0_leaves_tnt_col,0,0.001,0.8856010030384461,1,0.4359498608487428,474
GSE60141.AT1G19000.Col-0_leaves_tnt_col,0.02902557014512785,0.035333333333333335,0.8885269877027693,1,0.43646939746802704,475
GSE60141.ERF003.Col-0_leaves_tnt_col,0.031098825155494125,0.03833333333333333,0.8994787877640332,1,0.4405739615266911,476
GSE60141.AT5G61620.Col-0_leaves_tnt_col,0.014512785072563926,0.021,0.9006590556352786,1,0.4405739615266911,477
GSE60141.LBD13.Col-0_leaves_tnt_col,0.00138217000691085,0.0036666666666666666,0.906922495129287,1,0.44270972565585837,478
GSE60141.AT5G05550.Col-0_leaves_tnt_colamp,0.0221147201105736,0.03,0.909416783445986,1,0.4430005208157204,479
GSE60141.MYB3R4.Col-0_leaves_tnt_col,0.033863165169315826,0.043,0.9205293232402348,1,0.4474795321306697,480
GSE60141.ERF8.Col-0_leaves_tnt_col,0.009675190048375951,0.015,0.9270170077431151,1,0.4493764128239304,481
GSE60141.ANAC13.Col-0_leaves_tnt_col,0.017277125086385625,0.023666666666666666,0.9282832756334335,1,0.4493764128239304,482
GSE60141.ERF115.Col-0_leaves_tnt_col,0.019350380096751902,0.027,0.9313785331908734,1,0.44994132038206447,483
GSE60141.ERF109.Col-0_leaves_tnt_col,0.007601935038009675,0.012666666666666666,0.9352098506139633,1,0.45048752459316377,484
GSE60141.ANAC096.Col-0_leaves_tnt_col,0.0110573600552868,0.017333333333333333,0.936370497547219,1,0.45048752459316377,485
GSE60141.AIL7.Col-0_leaves_tnt_col,0,0.0016666666666666668,0.9398920435725227,1,0.4508464517373241,486
GSE60141.LOB.Col-0_leaves_tnt_col,0.013130615065653075,0.019,0.9439137515909759,1,0.4508464517373241,487
GSE60141.AS2.Col-0_leaves_tnt_col,0.00138217000691085,0.004333333333333333,0.944109058677917,1,0.4508464517373241,488
GSE60141.ERF11.Col-0_leaves_tnt_col,0.023496890117484452,0.03166666666666667,0.9448453495695065,1,0.4508464517373241,489
GSE56706.AL5.Col-0_whole-plant_3w-mutant,6.91085003455425e-4,0.0033333333333333335,0.9517313292821057,1,0.45320539489624084,490
GSE60141.AT1G72740.Col-0_leaves_tnt_col,0.00138217000691085,0.004666666666666667,0.9567201320995428,1,0.4539594547557149,491
GSE60141.ERF3.Col-0_leaves_tnt_col,0.019350380096751902,0.028333333333333332,0.9578142584351528,1,0.4539594547557149,492
GSE56706.AL5.Col-0_whole-plant_3w,0.006910850034554251,0.013,0.9591514765481464,1,0.4539594547557149,493
GSE60141.AT5G05550.Col-0_leaves_tnt_col,0.013130615065653075,0.020666666666666667,0.9688785527328125,1,0.45751633986928103,494
GSE60141.TCX3.Col-0_leaves_tnt_col,0.006219765031098825,0.012666666666666666,0.975556032633207,1,0.45751633986928103,495
GSE60141.ERF086.Col-0_leaves_tnt_colamp,0.007601935038009675,0.015,0.9771258547450407,1,0.45751633986928103,496
GSE60141.AT2G15740.Col-0_leaves_tnt_col,0.00414651002073255,0.010333333333333333,0.983325714159903,1,0.45751633986928103,497
GSE60141.ERF023.Col-0_leaves_tnt_col,0.00138217000691085,0.006,0.9844621813613808,1,0.45751633986928103,498
GSE53950.TOP1ALPHA.Ler_inflorescence,0,0.004333333333333333,0.9894486477287406,1,0.45751633986928103,499
GSE60141.TRP2.Col-0_leaves_tnt_colamp,0.0082930200414651,0.019333333333333334,0.9972055739999048,1,0.45751633986928103,500
GSE97288.AT3G11100.Col-0_seedling_3d-air,0.18728403593642018,0.225,0.9989751748322918,1,0.45751633986928103,501
GSE69431.TRB1.Col-0_seedling_TRB1_14d,0.15618521078092606,0.19233333333333333,0.9990060476677542,1,0.45751633986928103,502
GSE60141.GATA20.Col-0_leaves_tnt_colamp,0.17208016586040084,0.214,0.9991655194259813,1,0.45751633986928103,503
GSE60141.GATA4.Col-0_leaves_tnt_col,0.0055286800276434,0.018,0.9997408031247356,1,0.45751633986928103,504
GSE97288.AT3G11100.Col-0_seedling_3d-C2H4,0.14720110573600553,0.195,0.9999942485576402,1,0.45751633986928103,505
GSE60141.TRP1.Col-0_leaves_tnt_col,0,0,1,1,0.45751633986928103,508
GSE112951.DET1.Col-0_seedling_5d-D,0.061506565307532825,0.20233333333333334,1,1,0.45751633986928103,508
GSE112951.DET1.Col-0_seedling_5d-L,0.082930200414651,0.252,1,1,0.45751633986928103,508
GSE112951.DET1.Col-0_seedling_det1_5d-L,0.04768486523842433,0.15966666666666668,1,1,0.45751633986928103,508
GSE112951.DET1.Col-0_seedling_det1_5d-D,0.05044920525224603,0.162,1,1,0.45751633986928103,508
